Entry #,Date,Player Name,Team,Tile,Item Received,Points,Awarded Points,Image,,,Team,Total Points,,,
1780,26/02/2026,Allagash,Team 2 - Send Noots,Revenants / Wildy Shields,Amulet of Avarice,3,3,,2/26/2026,,,,,,
1781,26/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,GOTR / Tempoross / WT,Tome of Water,5,5,,2/26/2026,,,,,,
1782,26/02/2026,Ferrousbrett,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1784,26/02/2026,Thrallen00,Team 2 - Send Noots,God Wars Dungeon,Zamorakian Spear,1,1,,2/26/2026,,,,,,
1785,26/02/2026,Iron vilcan,Team 2 - Send Noots,Chambers of Xeric,Twisted Ancestral Colour Kit,3,2,,2/26/2026,,,,,,
1786,26/02/2026,GIM Chibbi,Team 2 - Send Noots,Colo / Inferno,Dizana's Quiver,1,1,,2/26/2026,,,,,,
1787,26/02/2026,Thrallen00,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1788,26/02/2026,Snusician,Team 3 - Toes of Amascut,Nightmare / PNM,Volatile Orb,7,5,,2/26/2026,,,,,,
1789,26/02/2026,LostAtSearme,Team 3 - Toes of Amascut,Shards,Youngllef,7,4,,2/26/2026,,,,,,
1790,26/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Theatre of Blood,Justiciar Legguards,3,3,,2/26/2026,,,,,,
1791,26/02/2026,ScumGIM,Team 4 - Juiced Up Jubblies,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/26/2026,,,,,,
1792,26/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1793,26/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zalcano,Zalcando Shard,3,3,,2/26/2026,,,,,,
1794,26/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tombs of Amascut,Osmumten's Fang,1,1,,2/26/2026,,,,,,
1795,26/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tombs of Amascut,Ward of Elidinis,3,3,,2/26/2026,,,,,,
1796,26/02/2026,Ex M0bileuim,Team 6 - Mulch Munchers,Spider / Bear / Skeleton,Skull of Vet'ion,1,1,,2/26/2026,,,,,,
1797,26/02/2026,quiggler2,Team 6 - Mulch Munchers,Zulrah,Tanzanite Fang,2,2,,2/26/2026,,,,,,
1798,26/02/2026,OldShortBoot,Team 6 - Mulch Munchers,Tormented / Demonics,Tormented Synapse,3,3,,2/26/2026,,,,,,
1800,26/02/2026,OldShortBoot,Team 6 - Mulch Munchers,Slayer Bosses,Unsired,1,1,,2/26/2026,,,,,,
1801,26/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Zalcano,Zalcando Shard,3,3,,2/26/2026,,,,,,
1803,26/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,GOTR / Tempoross / WT,Abyssal Protector,5,5,,2/26/2026,,,,,,
1804,26/02/2026,Groedels,Team 2 - Send Noots,Revenants / Wildy Shields,Ancient Relic,2,2,,2/26/2026,,,,,,
1806,26/02/2026,Iron vilcan,Team 2 - Send Noots,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/26/2026,,,,,,
1807,27/02/2026,Tashikan,Team 2 - Send Noots,Revenants / Wildy Shields,Odium Shard 1,2,2,,2/27/2026,,,,,,
1808,27/02/2026,Thrallen00,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1809,27/02/2026,Thrallen00,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1810,27/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Chambers of Xeric,Elder Maul,7,7,,2/27/2026,,,,,,
1811,27/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1812,27/02/2026,madkip,Team 4 - Juiced Up Jubblies,Shards,Venator Shard,2,2,,2/27/2026,,,,,,
1813,27/02/2026,Arklites,Team 6 - Mulch Munchers,Dragons,Hueycoatl Hide,1,1,,2/27/2026,,,,,,
1814,27/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Zalcano,Zalcando Shard,3,3,,2/27/2026,,,,,,
1815,27/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Theatre of Blood,Avernic Defender,2,2,,2/27/2026,,,,,,
1816,27/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/27/2026,,,,,,
1817,27/02/2026,king Ovu,Team 2 - Send Noots,Colo / Inferno,Dizana's Quiver,1,1,,2/27/2026,,,,,,
1819,27/02/2026,Thrallen00,Team 2 - Send Noots,Royal Titans,Fire Element Staff Crown,3,2,,2/27/2026,,,,,,
1821,27/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Chambers of Xeric,Twisted Ancestral Colour Kit,3,3,,2/27/2026,,,,,,
1822,27/02/2026,Zexy Dan,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/27/2026,,,,,,
1823,27/02/2026,Gim Retro W,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/27/2026,,,,,,
1824,27/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,GOTR / Tempoross / WT,Tome of Water,5,5,,2/27/2026,,,,,,
1825,27/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,1,,2/27/2026,,,,,,
1826,27/02/2026,Iron Thrage,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/27/2026,,,,,,
1827,27/02/2026,Skaebryda,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Crystal Armour Seed,2,2,,2/27/2026,,,,,,
1828,27/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Crystal Weapon Seed,2,2,,2/27/2026,,,,,,
1829,27/02/2026,Ex M0bileuim,Team 6 - Mulch Munchers,Meme Tile,Giant Champion Scroll,3,3,,2/27/2026,,,,,,
1830,27/02/2026,Sjieve,Team 2 - Send Noots,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/27/2026,,,,,,
1831,27/02/2026,king Ovu,Team 2 - Send Noots,Colo / Inferno,Dizana's Quiver,1,1,,2/27/2026,,,,,,
1832,27/02/2026,GIM Chibbi,Team 2 - Send Noots,Colo / Inferno,Sunfire Fanatic Cuirass,2,2,,2/27/2026,,,,,,
1833,27/02/2026,Bertshire ,Team 4 - Juiced Up Jubblies,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1834,27/02/2026,Tashikan,Team 2 - Send Noots,Revenants / Wildy Shields,Malediction Shard 2,2,1,,2/27/2026,,,,,,
1835,27/02/2026,ScumGIM,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/27/2026,,,,,,
1836,27/02/2026,ScumGIM,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/27/2026,,,,,,
1837,27/02/2026,Gim Retro W,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/27/2026,,,,,,
1838,27/02/2026,Bertshire ,Team 4 - Juiced Up Jubblies,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1839,27/02/2026,Bertshire ,Team 4 - Juiced Up Jubblies,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1840,27/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Dragons,Huberte,7,3,,2/27/2026,,,,,,
1841,27/02/2026,Nuck Formies,Team 4 - Juiced Up Jubblies,Yama,Soulflame Horn,3,3,,2/27/2026,,,,,,
1842,27/02/2026,Iron speesh,Team 3 - Toes of Amascut,Tombs of Amascut,Tumeken's Guardian,7,5,,2/27/2026,,,,,,
1843,27/02/2026,Mr Gizby,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Venator Shard,2,2,,2/27/2026,,,,,,
1844,27/02/2026,Obsoleete,Team 6 - Mulch Munchers,Tormented / Demonics,Zenyte Shard,2,2,,2/27/2026,,,,,,
1845,27/02/2026,Allagash,Team 2 - Send Noots,Dragons,Dragon Metal Sheet,1,1,,2/27/2026,,,,,,
1846,27/02/2026,Chesto Berry,Team 1 - Ba-Ba's Big Banana Boys,Tombs of Amascut,Lightbearer,1,1,,2/27/2026,,,,,,
1847,27/02/2026,king Ovu,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/27/2026,,,,,,
1848,27/02/2026,Iron Thrage,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Doom of Mokhaiotl,Mokhaiotl Cloth,5,5,,2/27/2026,,,,,,
1850,27/02/2026,Kobe Kenobi,Team 3 - Toes of Amascut,Tombs of Amascut,Tumeken's Shadow,7,0,,2/27/2026,,,,,,
1851,27/02/2026,king Ovu,Team 2 - Send Noots,Colo / Inferno,Tonalztics of Ralos,7,5,,2/27/2026,,,,,,
1853,27/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/27/2026,,,,,,
1854,27/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/27/2026,,,,,,
1855,27/02/2026,Snusician,Team 3 - Toes of Amascut,Theatre of Blood,Lil'Zik,7,7,,2/27/2026,,,,,,
1856,27/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Chambers of Xeric,Twisted Bow,7,7,,2/27/2026,,,,,,
1857,27/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Royal Titans,Fire Element Staff Crown,3,3,,2/27/2026,,,,,,
1858,27/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1859,27/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Chromium Ingot,3,3,,2/27/2026,,,,,,
1860,27/02/2026,CASPERASKE ,Team 1 - Ba-Ba's Big Banana Boys,Yama,Oathplate Chest,5,5,,2/27/2026,,,,,,
1861,27/02/2026,Exfoliate,Team 1 - Ba-Ba's Big Banana Boys,GOTR / Tempoross / WT,Tome of Water,5,5,,2/27/2026,Evidence: https://i.vgy.me/6MTr2c.png,,,,,
1862,27/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,Zalcano,Zalcando Shard,3,3,,2/27/2026,,,,,,
1863,27/02/2026,Mr Cath,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/27/2026,,,,,,
1864,27/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/27/2026,,,,,,
1865,27/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/27/2026,,,,,,
1866,27/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/27/2026,,,,,,
1867,27/02/2026,Thrallen00,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,1,,2/27/2026,,,,,,
1869,27/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Yama,Oathplate Helm,5,5,,2/27/2026,,,,,,
1870,27/02/2026,Allagash,Team 2 - Send Noots,Dragons,Dragon Metal Sheet,1,1,,2/27/2026,,,,,,
1871,27/02/2026,Zezimmour,Team 3 - Toes of Amascut,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/27/2026,,,,,,
1872,27/02/2026,OnlySpooned,Team 4 - Juiced Up Jubblies,Shards,Venator Shard,2,2,,2/27/2026,,,,,,
1873,27/02/2026,polttaa,Team 4 - Juiced Up Jubblies,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/27/2026,,,,,,
1874,27/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/27/2026,,,,,,
1875,27/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,0,,2/27/2026,,,,,,
1876,27/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Yama,Oathplate Legs,5,4,,2/27/2026,,,,,,
1877,27/02/2026,GIM Chibbi,Team 2 - Send Noots,DT2 Bosses,Blood Quartz,1,1,,2/27/2026,,,,,,
1878,27/02/2026,Snusician,Team 3 - Toes of Amascut,Chambers of Xeric,Dragon Claws,3,3,,2/27/2026,,,,,,
1879,27/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Tombs of Amascut,Lightbearer,1,1,,2/27/2026,,,,,,
1880,27/02/2026,Nepautism,Team 7 - #Zamn67uwu>:3xD,GOTR / Tempoross / WT,Tome of Water,5,5,,2/27/2026,,,,,,
1881,27/02/2026,Preau,Team 7 - #Zamn67uwu>:3xD,Tombs of Amascut,Masori Body,3,3,,2/27/2026,,,,,,
1882,27/02/2026,MooMussy,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Doom of Mokhaiotl,Avernic Treads,5,5,,2/27/2026,,,,,,
1883,27/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tombs of Amascut,Masori Chaps,3,3,,2/27/2026,,,,,,
1884,27/02/2026,smot smot,Team 7 - #Zamn67uwu>:3xD,Tombs of Amascut,Osmumten's Fang,1,1,,2/27/2026,,,,,,
1885,27/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Crystal Weapon Seed,2,2,,2/27/2026,,,,,,
1886,27/02/2026,polttaa,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Ballista Limb,2,2,,2/27/2026,,,,,,
1887,27/02/2026,Cartoon19F3,Team 2 - Send Noots,Zalcano,Smolcano,7,7,,2/27/2026,,,,,,
1888,27/02/2026,T ipsy,Team 3 - Toes of Amascut,GOTR / Tempoross / WT,Tome of Water,5,5,,2/27/2026,Evidence: https://i.vgy.me/yRqVwz.png,,,,,
1889,27/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Theatre of Blood,Lil'Zik,7,7,,2/27/2026,,,,,,
1890,27/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Enhanced Crystal Weapon Seed,5,5,,2/27/2026,,,,,,
1891,27/02/2026,FZNE Conor,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Theatre of Blood,Ghrazi Rapier,3,3,,2/27/2026,,,,,,
1892,27/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Chambers of Xeric,Twisted Bow,7,7,,2/27/2026,,,,,,
1893,27/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Zalcano,Zalcando Shard,3,3,,2/27/2026,,,,,,
1895,27/02/2026,juice mcgoos,Team 1 - Ba-Ba's Big Banana Boys,Zalcano,Crystal Tool Seed,2,2,,2/27/2026,,,,,,
1896,27/02/2026,AkseleratorX,Team 6 - Mulch Munchers,DT2 Bosses,Baron,7,7,,2/27/2026,,,,,,
1897,27/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Crystal Armour Seed,2,1,,2/27/2026,,,,,,
1898,27/02/2026,Iron Thrage,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tombs of Amascut,Osmumten's Fang,1,1,,2/27/2026,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
,,,-,,,,,,,,,,,,
